,Draft_Year,Rk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_PERC,3P_PERC,FT_PERC_per_Game,MP_per_Game,PTS_per_Game,TRB_per_Game,AST_per_Game,WS,WS_per_48,BPM,VORP
1059,2013,26.0,MIN,Andre Roberson,University of Colorado,4,241,5192,1068,931,192,0.47,0.268,0.505,21.5,4.4,3.9,0.8,9.4,0.087,0.3,2.9
1060,2013,27.0,DEN,Rudy Gobert,,4,252,6667,2178,2416,276,0.599,0.0,0.614,26.5,8.6,9.6,1.1,26.9,0.19399999999999998,4.4,10.7
1061,2013,28.0,SAS,Livio Jean-Charles,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,2013,29.0,OKC,Archie Goodwin,University of Kentucky,4,153,2212,945,303,183,0.419,0.23,0.698,14.5,6.2,2.0,1.2,0.6,0.013000000000000001,-4.5,-1.4
1063,2013,30.0,PHO,Nemanja Nedovic,,1,24,142,26,15,13,0.205,0.16699999999999998,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.6,-0.3
1066,2013,31.0,CLE,Allen Crabbe,University of California,4,209,4645,1684,464,218,0.455,0.40700000000000003,0.857,22.2,8.1,2.2,1.0,8.3,0.086,-1.2,1.0
1067,2013,32.0,OKC,Alex Abrines,,1,53,799,315,59,27,0.409,0.39399999999999996,0.884,15.1,5.9,1.1,0.5,1.6,0.099,-3.0,-0.2
1068,2013,33.0,CLE,Carrick Felix,Arizona State University,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0.0,0.057,-4.7,0.0
1069,2013,34.0,HOU,Isaiah Canaan,Murray State University,4,180,3730,1553,332,292,0.369,0.354,0.8270000000000001,20.7,8.6,1.8,1.6,3.5,0.045,-2.7,-0.7
1070,2013,35.0,PHI,Glen Rice,Georgia Institute of Technology,2,16,152,43,24,9,0.26899999999999996,0.25,0.6920000000000001,9.5,2.7,1.5,0.6,-0.2,-0.065,-7.3,-0.2
1071,2013,36.0,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.8,-0.6
1072,2013,37.0,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,0.41700000000000004,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,1.3,0.1
1073,2013,38.0,WAS,Nate Wolters,South Dakota State University,2,79,1556,459,183,208,0.426,0.261,0.635,19.7,5.8,2.3,2.6,1.0,0.03,-3.9,-0.7
1074,2013,39.0,POR,Jeff Withey,University of Kansas,4,180,1865,593,461,61,0.53,0.0,0.715,10.4,3.3,2.6,0.3,6.1,0.158,0.8,1.3
1075,2013,40.0,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,0.26899999999999996,0.067,1.0,6.4,2.0,1.1,0.4,-0.1,-0.128,-8.4,-0.1
1076,2013,41.0,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,0.415,0.462,1.0,7.3,1.8,1.0,0.4,0.0,-0.006,-5.4,-0.1
1077,2013,42.0,PHI,Pierre Jackson,Baylor University,1,8,84,35,9,19,0.33299999999999996,0.273,0.857,10.5,4.4,1.1,2.4,0.0,0.027999999999999997,-4.3,0.0
1078,2013,43.0,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4
1079,2013,44.0,DAL,Mike Muscala,Bucknell University,4,173,2293,832,482,138,0.505,0.373,0.8190000000000001,13.3,4.8,2.8,0.8,6.4,0.134,0.2,1.3
1080,2013,45.0,POR,Marko Todorovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,2013,46.0,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,0.377,0.28800000000000003,0.857,8.7,3.1,0.7,0.8,0.1,0.011000000000000001,-5.1,-0.3
1082,2013,47.0,ATL,Raul Neto,,2,113,1737,543,141,195,0.433,0.38,0.75,15.4,4.8,1.2,1.7,2.1,0.059000000000000004,-2.3,-0.1
1083,2013,48.0,LAL,Ryan Kelly,Duke University,4,157,3065,966,496,212,0.38,0.314,0.797,19.5,6.2,3.2,1.4,3.1,0.048,-2.1,-0.1
1084,2013,49.0,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,0.231,0.0,0.0,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.1,-0.1
1085,2013,50.0,ATL,James Ennis,"California State University, Long Beach",3,132,2532,820,409,115,0.447,0.38799999999999996,0.8029999999999999,19.2,6.2,3.1,0.9,5.5,0.10400000000000001,-0.1,1.2
1086,2013,51.0,ORL,Romero Osby,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,2013,52.0,MIN,Lorenzo Brown,North Carolina State University,3,63,834,206,105,142,0.369,0.152,0.667,13.2,3.3,1.7,2.3,-0.2,-0.013000000000000001,-4.2,-0.5
1088,2013,53.0,IND,Colton Iverson,Colorado State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,2013,54.0,WAS,Arsalan Kazemi,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,2013,55.0,MEM,Joffrey Lauvergne,,3,135,2054,848,552,120,0.48,0.293,0.755,15.2,6.3,4.1,0.9,3.7,0.087,-2.8,-0.4
1091,2013,56.0,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3
1092,2013,57.0,PHO,Alex Oriakhi,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,2013,58.0,SAS,Deshaun Thomas,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,2013,59.0,MIN,Bojan Dubljevic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,2013,60.0,MEM,Janis Timma,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,2014,1.0,CLE,Andrew Wiggins,University of Kansas,3,225,8118,4505,922,485,0.452,0.32299999999999995,0.76,36.1,20.0,4.1,2.2,10.0,0.059000000000000004,-2.1,-0.2
1097,2014,2.0,MIL,Jabari Parker,Duke University,3,152,4874,2403,846,314,0.491,0.341,0.748,32.1,15.8,5.6,2.1,9.0,0.08900000000000001,-1.3,0.9
1098,2014,3.0,PHI,Joel Embiid,University of Kansas,1,31,786,627,243,66,0.466,0.36700000000000005,0.7829999999999999,25.4,20.2,7.8,2.1,1.9,0.11699999999999999,3.3,1.1
1099,2014,4.0,ORL,Aaron Gordon,University of Arizona,3,187,4381,1677,976,283,0.452,0.282,0.6759999999999999,23.4,9.0,5.2,1.5,8.6,0.094,-0.2,2.0
1100,2014,5.0,UTA,Dante Exum,,2,131,2715,699,220,279,0.379,0.301,0.7440000000000001,20.7,5.3,1.7,2.1,0.7,0.013000000000000001,-3.5,-1.0
1101,2014,6.0,BOS,Marcus Smart,Oklahoma State University,3,189,5365,1740,714,665,0.364,0.295,0.748,28.4,9.2,3.8,3.5,8.3,0.075,0.6,3.5
1102,2014,7.0,LAL,Julius Randle,University of Kentucky,3,138,3900,1640,1310,354,0.451,0.25,0.7120000000000001,28.3,11.9,9.5,2.6,4.0,0.049,-2.3,-0.3
1103,2014,8.0,SAC,Nik Stauskas,University of Michigan,3,207,4586,1501,441,335,0.39,0.344,0.8079999999999999,22.2,7.3,2.1,1.6,2.3,0.024,-3.1,-1.3
1104,2014,9.0,CHH,Noah Vonleh,Indiana University,3,157,2176,551,616,49,0.42100000000000004,0.29100000000000004,0.6559999999999999,13.9,3.5,3.9,0.3,1.9,0.042,-5.0,-1.6
1105,2014,10.0,PHI,Elfrid Payton,University of Louisiana at Lafayette,3,219,6487,2301,870,1366,0.441,0.284,0.598,29.6,10.5,4.0,6.2,7.3,0.054000000000000006,-0.7,2.2
1106,2014,11.0,DEN,Doug McDermott,Creighton University,3,168,3449,1369,391,117,0.441,0.391,0.855,20.5,8.1,2.3,0.7,4.7,0.065,-3.7,-1.5
1107,2014,12.0,ORL,Dario Saric,,1,63,1594,731,395,134,0.402,0.311,0.78,25.3,11.6,6.3,2.1,0.7,0.022000000000000002,-2.4,-0.2
1108,2014,13.0,MIN,Zach LaVine,"University of California, Los Angeles",3,206,5945,2817,601,666,0.445,0.37799999999999995,0.821,28.9,13.7,2.9,3.2,5.2,0.042,-2.0,0.1
1109,2014,14.0,PHO,T.J. Warren,North Carolina State University,3,138,3189,1441,453,122,0.49700000000000005,0.303,0.74,23.1,10.4,3.3,0.9,6.0,0.09,-1.3,0.6
1110,2014,15.0,ATL,Adreian Payne,Michigan State University,3,96,1317,393,293,63,0.39899999999999997,0.235,0.6779999999999999,13.7,4.1,3.1,0.7,-0.8,-0.03,-5.8,-1.2
1111,2014,16.0,CHI,Jusuf Nurkic,,3,146,2661,1151,874,176,0.465,0.0,0.599,18.2,7.9,6.0,1.2,3.0,0.054000000000000006,-1.0,0.7
1112,2014,17.0,BOS,James Young,University of Kentucky,3,85,731,198,92,26,0.37,0.276,0.55,8.6,2.3,1.1,0.3,0.7,0.045,-3.9,-0.4
1113,2014,18.0,PHO,Tyler Ennis,Syracuse University,3,115,1314,406,136,211,0.408,0.321,0.727,11.4,3.5,1.2,1.8,-0.1,-0.004,-5.9,-1.3
1114,2014,19.0,CHI,Gary Harris,Michigan State University,3,170,4298,1661,402,271,0.449,0.34600000000000003,0.784,25.3,9.8,2.4,1.6,5.9,0.066,-0.4,1.8
1115,2014,20.0,TOR,Bruno Caboclo,,3,22,89,16,10,4,0.207,0.308,0.0,4.0,0.7,0.5,0.2,-0.4,-0.20600000000000002,-10.4,-0.2
1116,2014,21.0,OKC,Mitch McGary,University of Michigan,2,52,557,227,183,17,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.10800000000000001,-3.1,-0.2
1117,2014,22.0,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
1118,2014,23.0,UTA,Rodney Hood,Duke University,3,174,4882,2197,544,373,0.418,0.363,0.821,28.1,12.6,3.1,2.1,10.5,0.10300000000000001,-0.1,2.4
1119,2014,24.0,CHH,Shabazz Napier,University of Connecticut,3,144,1940,595,206,270,0.368,0.345,0.748,13.5,4.1,1.4,1.9,0.8,0.021,-3.2,-0.6
1120,2014,25.0,HOU,Clint Capela,,3,138,2705,1178,908,91,0.608,0.0,0.428,19.6,8.5,6.6,0.7,8.8,0.157,0.3,1.6
1121,2014,26.0,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,0.34299999999999997,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0
1122,2014,27.0,PHO,Bogdan Bogdanovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,2014,28.0,LAC,C.J. Wilcox,University of Washington,3,61,346,127,28,27,0.39,0.327,0.813,5.7,2.1,0.5,0.4,0.2,0.025,-4.6,-0.2
1124,2014,29.0,OKC,Josh Huestis,Stanford University,2,6,62,21,14,1,0.5,0.625,0.0,10.3,3.5,2.3,0.2,0.1,0.08199999999999999,-3.1,0.0
1125,2014,30.0,SAS,Kyle Anderson,"University of California, Los Angeles",3,165,2298,585,454,208,0.43700000000000006,0.33799999999999997,0.752,13.9,3.5,2.8,1.3,5.5,0.11599999999999999,1.0,1.7
1128,2014,31.0,MIL,Damien Inglis,,1,20,156,36,31,10,0.35100000000000003,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2
1129,2014,32.0,PHI,K.J. McDaniels,Clemson University,3,132,1825,660,275,87,0.402,0.28800000000000003,0.769,13.8,5.0,2.1,0.7,1.0,0.026000000000000002,-3.2,-0.6
1130,2014,33.0,CLE,Joe Harris,University of Virginia,3,108,1646,567,191,82,0.418,0.379,0.688,15.2,5.3,1.8,0.8,0.8,0.022000000000000002,-3.5,-0.6
1131,2014,34.0,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,0.34600000000000003,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
1132,2014,35.0,UTA,Jarnell Stokes,University of Tennessee,3,28,151,67,40,7,0.581,0.0,0.531,5.4,2.4,1.4,0.3,0.6,0.20199999999999999,1.0,0.1
1133,2014,36.0,MIL,Johnny O'Bryant III,Louisiana State University,3,110,1302,338,259,54,0.405,0.5710000000000001,0.603,11.8,3.1,2.4,0.5,-0.1,-0.003,-6.7,-1.5
1134,2014,37.0,TOR,DeAndre Daniels,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,2014,38.0,DET,Spencer Dinwiddie,University of Colorado,3,85,1470,480,174,243,0.37200000000000005,0.271,0.797,17.3,5.6,2.0,2.9,1.6,0.052000000000000005,-3.1,-0.4
1136,2014,39.0,PHI,Jerami Grant,Syracuse University,3,205,4753,1535,730,253,0.41,0.299,0.631,23.2,7.5,3.6,1.2,5.1,0.051,-2.1,-0.1
1137,2014,40.0,MIN,Glenn Robinson III,University of Michigan,3,141,2087,626,329,83,0.44799999999999995,0.381,0.698,14.8,4.4,2.3,0.6,3.1,0.071,-2.3,-0.1
1138,2014,41.0,DEN,Nikola Jokic,,2,135,3221,1672,1067,440,0.547,0.35200000000000004,0.809,23.9,12.4,7.9,3.3,13.7,0.204,6.4,6.8
1139,2014,42.0,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,0.34700000000000003,0.23800000000000002,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3
1140,2014,43.0,ATL,Walter Tavares,,2,12,77,27,22,3,0.6,0.0,0.3,6.4,2.3,1.8,0.3,0.2,0.09699999999999999,-3.0,0.0
1141,2014,44.0,MIN,Markel Brown,Oklahoma State University,2,109,1763,579,229,130,0.382,0.297,0.7809999999999999,16.2,5.3,2.1,1.2,1.1,0.031,-2.7,-0.3
1142,2014,45.0,CHH,Dwight Powell,Stanford University,3,159,2288,879,574,96,0.509,0.204,0.754,14.4,5.5,3.6,0.6,7.9,0.16699999999999998,1.0,1.7
1143,2014,46.0,WAS,Jordan Clarkson,University of Missouri,3,202,5793,2825,688,537,0.442,0.33299999999999996,0.809,28.7,14.0,3.4,2.7,5.4,0.045,-1.5,0.7
1144,2014,47.0,PHI,Russ Smith,University of Louisville,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2.0,0.6,0.7,-0.2,-0.068,-6.4,-0.1
1145,2014,48.0,MIL,Lamar Patterson,University of Pittsburgh,2,40,435,93,57,45,0.326,0.23600000000000002,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.5,-0.4
1146,2014,49.0,CHI,Cameron Bairstow,University of New Mexico,2,36,167,44,36,7,0.29600000000000004,0.2,0.846,4.6,1.2,1.0,0.2,-0.1,-0.021,-7.7,-0.2
1147,2014,50.0,PHO,Alec Brown,University of Wisconsin-Green Bay,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,2014,51.0,NYK,Thanasis Antetokounmpo,,1,2,6,6,1,0,0.75,0.0,0.0,3.0,3.0,0.5,0.0,0.0,0.29100000000000004,-4.1,0.0
1149,2014,52.0,PHI,Vasilije Micic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,2014,53.0,MIN,Alessandro Gentile,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,2014,54.0,PHI,Nemanja Dangubic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,2014,55.0,MIA,Semaj Christon,Xavier University,1,46,638,132,60,97,0.33299999999999996,0.17800000000000002,0.48,13.9,2.9,1.3,2.1,-0.2,-0.013999999999999999,-7.5,-0.9
1153,2014,56.0,DEN,Roy Devyn Marble,University of Iowa,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.027999999999999997,-5.0,-0.3
1154,2014,57.0,IND,Louis Labeyrie,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,2014,58.0,SAS,Jordan McRae,University of Tennessee,2,59,579,260,60,44,0.40399999999999997,0.384,0.774,9.8,4.4,1.0,0.7,0.6,0.046,-5.6,-0.5
1156,2014,59.0,TOR,Xavier Thames,San Diego State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,2014,60.0,SAS,Cory Jefferson,Baylor University,2,58,581,205,161,16,0.444,0.125,0.583,10.0,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4
1158,2015,1.0,MIN,Karl-Anthony Towns,University of Kentucky,2,144,4901,2991,1618,339,0.534,0.344,0.816,34.0,20.8,11.2,2.4,17.3,0.17,3.7,7.1
1159,2015,2.0,LAL,D'Angelo Russell,Ohio State University,2,128,3568,1774,450,497,0.408,0.35,0.7509999999999999,27.9,13.9,3.5,3.9,1.1,0.013999999999999999,-1.2,0.8
1160,2015,3.0,PHI,Jahlil Okafor,Duke University,2,96,2575,1423,585,112,0.508,0.16699999999999998,0.665,26.8,14.8,6.1,1.2,2.2,0.042,-3.9,-1.2
1161,2015,4.0,NYK,Kristaps Porzingis,,2,126,3817,2010,916,165,0.434,0.353,0.818,30.3,16.0,7.3,1.3,8.3,0.10400000000000001,0.1,2.0
1162,2015,5.0,ORL,Mario Hezonja,,2,126,1997,684,263,145,0.414,0.34299999999999997,0.863,15.8,5.4,2.1,1.2,0.4,0.01,-3.8,-0.9
1163,2015,6.0,SAC,Willie Cauley-Stein,University of Kentucky,2,122,2251,830,525,73,0.5529999999999999,0.0,0.635,18.5,6.8,4.3,0.6,5.5,0.11699999999999999,-0.4,0.9
1164,2015,7.0,DEN,Emmanuel Mudiay,,2,114,3328,1400,392,559,0.366,0.315,0.7140000000000001,29.2,12.3,3.4,4.9,-2.2,-0.032,-4.1,-1.8
1165,2015,8.0,DET,Stanley Johnson,University of Arizona,2,132,2685,842,446,196,0.376,0.305,0.747,20.3,6.4,3.4,1.5,1.4,0.025,-2.0,0.0
1166,2015,9.0,CHO,Frank Kaminsky,University of Wisconsin,2,140,3232,1285,615,222,0.405,0.32899999999999996,0.745,23.1,9.2,4.4,1.6,5.4,0.08,-1.0,0.8
1167,2015,10.0,MIA,Justise Winslow,Duke University,2,96,2857,698,497,183,0.4,0.258,0.665,29.8,7.3,5.2,1.9,2.4,0.04,-1.1,0.7
1168,2015,11.0,IND,Myles Turner,University of Texas at Austin,2,122,3286,1560,771,114,0.509,0.33299999999999996,0.7759999999999999,26.9,12.8,6.3,0.9,9.2,0.134,0.3,1.9
1169,2015,12.0,UTA,Trey Lyles,University of Kentucky,2,141,2466,905,515,127,0.40399999999999997,0.34299999999999997,0.703,17.5,6.4,3.7,0.9,3.2,0.063,-2.6,-0.4
1170,2015,13.0,PHO,Devin Booker,University of Kentucky,2,139,4280,2356,375,402,0.424,0.359,0.83,30.8,16.9,2.7,2.9,3.3,0.037000000000000005,-2.9,-1.0
1171,2015,14.0,OKC,Cameron Payne,Murray State University,2,82,1093,421,123,157,0.38,0.326,0.821,13.3,5.1,1.5,1.9,1.2,0.051,-3.4,-0.4
1172,2015,15.0,ATL,Kelly Oubre,University of Kansas,2,123,1860,589,322,48,0.41200000000000003,0.301,0.7090000000000001,15.1,4.8,2.6,0.4,1.8,0.046,-3.9,-0.9
1173,2015,16.0,BOS,Terry Rozier,University of Louisville,2,98,1368,409,248,140,0.349,0.325,0.778,14.0,4.2,2.5,1.4,0.9,0.031,-3.6,-0.5
1174,2015,17.0,MIL,Rashad Vaughn,"University of Nevada, Las Vegas",2,99,1306,308,123,50,0.317,0.306,0.765,13.2,3.1,1.2,0.5,-0.8,-0.027999999999999997,-5.8,-1.3
1175,2015,18.0,HOU,Sam Dekker,University of Wisconsin,2,67,1240,460,244,69,0.47600000000000003,0.326,0.586,18.5,6.9,3.6,1.0,3.0,0.11599999999999999,-0.4,0.5
1176,2015,19.0,WAS,Jerian Grant,University of Notre Dame,2,128,2108,724,224,263,0.40299999999999997,0.29600000000000004,0.815,16.5,5.7,1.8,2.1,2.5,0.057,-2.5,-0.3
1177,2015,20.0,TOR,Delon Wright,University of Utah,2,35,360,150,45,41,0.455,0.348,0.764,10.3,4.3,1.3,1.2,1.0,0.131,-0.3,0.2
1178,2015,21.0,DAL,Justin Anderson,University of Virginia,2,112,1474,593,309,68,0.41700000000000004,0.28300000000000003,0.797,13.2,5.3,2.8,0.6,2.5,0.083,-1.4,0.2
1179,2015,22.0,CHI,Bobby Portis,University of Arkansas,2,107,1715,684,510,75,0.441,0.337,0.713,16.0,6.4,4.8,0.7,2.8,0.078,-3.3,-0.6
1180,2015,23.0,POR,Rondae Hollis-Jefferson,University of Arizona,2,87,1882,642,455,164,0.44,0.23199999999999998,0.736,21.6,7.4,5.2,1.9,2.7,0.07,-0.5,0.7
1181,2015,24.0,CLE,Tyus Jones,Duke University,2,77,1075,299,88,203,0.376,0.33899999999999997,0.7390000000000001,14.0,3.9,1.1,2.6,1.4,0.062,-2.9,-0.3
1182,2015,25.0,MEM,Jarell Martin,Louisiana State University,2,67,918,308,240,22,0.41700000000000004,0.33299999999999996,0.755,13.7,4.6,3.6,0.3,1.3,0.069,-5.4,-0.8
1183,2015,26.0,SAS,Nikola Milutinov,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,2015,27.0,LAL,Larry Nance Jr.,University of Wyoming,2,108,2255,647,557,110,0.5379999999999999,0.125,0.708,20.9,6.0,5.2,1.0,4.5,0.09699999999999999,-0.1,1.1
1185,2015,28.0,BOS,R.J. Hunter,Georgia State University,2,39,324,97,38,13,0.364,0.297,0.857,8.3,2.5,1.0,0.3,0.3,0.040999999999999995,-3.7,-0.1
1186,2015,29.0,BRK,Chris McCullough,Syracuse University,2,39,436,148,85,11,0.429,0.35,0.5,11.2,3.8,2.2,0.3,0.5,0.052000000000000005,-1.5,0.1
1187,2015,30.0,GSW,Kevon Looney,"University of California, Los Angeles",2,50,425,136,120,25,0.5770000000000001,0.3,0.6559999999999999,8.5,2.7,2.4,0.5,1.6,0.18100000000000002,0.7,0.3
1190,2015,31.0,MIN,Cedi Osman,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,2015,32.0,HOU,Montrezl Harrell,University of Louisville,2,88,1282,586,247,76,0.647,0.25,0.6,14.6,6.7,2.8,0.9,4.5,0.16699999999999998,0.4,0.8
1192,2015,33.0,BOS,Jordan Mickey,Louisiana State University,2,37,191,57,44,8,0.418,0.0,0.55,5.2,1.5,1.2,0.2,0.2,0.047,-4.3,-0.1
1193,2015,34.0,LAL,Anthony Brown,Stanford University,2,40,758,158,103,27,0.324,0.278,0.85,19.0,4.0,2.6,0.7,-0.3,-0.018000000000000002,-4.8,-0.5
1194,2015,35.0,PHI,Willy Hernangomez,,1,54,884,374,332,61,0.555,0.25,0.74,16.4,6.9,6.1,1.1,2.4,0.131,0.1,0.5
1195,2015,36.0,MIN,Rakeem Christmas,Syracuse University,2,14,106,35,30,2,0.565,0.0,0.818,7.6,2.5,2.1,0.1,0.3,0.121,-2.8,0.0
1196,2015,37.0,PHI,Richaun Holmes,Bowling Green State University,2,89,1362,573,305,62,0.529,0.253,0.6759999999999999,15.3,6.4,3.4,0.7,3.4,0.12,0.0,0.7
1197,2015,38.0,DET,Darrun Hilliard,Villanova University,2,66,676,240,72,50,0.366,0.326,0.7190000000000001,10.2,3.6,1.1,0.8,0.2,0.011000000000000001,-5.2,-0.5
1198,2015,39.0,CHO,Juan Pablo Vaulet,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,2015,40.0,MIA,Josh Richardson,University of Tennessee,2,87,2123,686,222,166,0.414,0.366,0.705,24.4,7.9,2.6,1.9,3.4,0.076,-0.4,0.9
1200,2015,41.0,BRK,Pat Connaughton,University of Notre Dame,2,63,352,88,65,26,0.364,0.324,0.857,5.6,1.4,1.0,0.4,0.1,0.01,-5.2,-0.3
1201,2015,42.0,UTA,Olivier Hanlan,Boston College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,2015,43.0,IND,Joseph Young,University of Oregon,2,68,508,216,64,79,0.364,0.217,0.763,7.5,3.2,0.9,1.2,-0.1,-0.013999999999999999,-5.8,-0.5
1203,2015,44.0,PHO,Andrew Harrison,University of Kentucky,1,57,1190,341,104,158,0.319,0.273,0.772,20.9,6.0,1.8,2.8,1.4,0.054000000000000006,-2.3,-0.1
1204,2015,45.0,BOS,Marcus Thornton,College of William & Mary,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,2015,46.0,MIL,Norman Powell,"University of California, Los Angeles",2,108,1757,729,240,110,0.44,0.36700000000000005,0.7959999999999999,16.3,6.8,2.2,1.0,3.6,0.098,-1.0,0.4
1206,2015,47.0,PHI,Arturas Gudaitis,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,2015,48.0,OKC,Dakari Johnson,University of Kentucky,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,2015,49.0,WAS,Aaron White,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,2015,50.0,ATL,Marcus Eriksson,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,2015,51.0,ORL,Tyler Harvey,Eastern Washington University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,2015,52.0,DAL,Satnam Singh,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,2015,53.0,CLE,Sir'Dominic Pointer,St. John's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,2015,54.0,UTA,Dani Diez,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,2015,55.0,SAS,Cady Lalanne,University of Massachusetts Amherst,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,2015,56.0,NOP,Branden Dawson,Michigan State University,1,6,29,5,4,0,0.4,0.0,1.0,4.8,0.8,0.7,0.0,0.0,0.069,-6.6,0.0
1216,2015,57.0,DEN,Nikola Radicevic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
