,Draft_Year,Rk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_PERC,3P_PERC,FT_PERC_per_Game,MP_per_Game,PTS_per_Game,TRB_per_Game,AST_per_Game,WS,WS_per_48,BPM,VORP
903,2010,54.0,LAC,Willie Warren,University of Oklahoma,1,19,134,37,12,27,0.371,0.33299999999999996,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-4.5,-0.1
904,2010,55.0,UTA,Jeremy Evans,Western Kentucky University,6,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.1,2.0
905,2010,56.0,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,0.0,0.462,4.8,0.6,0.8,0.1,0.0,0.013000000000000001,-4.9,-0.1
906,2010,57.0,IND,Ryan Reid,Florida State University,1,5,17,8,2,0,0.8,0.0,0.0,3.4,1.6,0.4,0.0,0.1,0.142,-5.5,0.0
907,2010,58.0,LAL,Derrick Caracter,University of Texas at El Paso,1,41,215,81,43,7,0.485,0.0,0.7390000000000001,5.2,2.0,1.0,0.2,0.3,0.057,-4.9,-0.2
908,2010,59.0,ORL,Stanley Robinson,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,2010,60.0,PHO,Dwayne Collins,University of Miami,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,2011,1.0,CLE,Kyrie Irving,Duke University,6,364,12432,7799,1241,2020,0.455,0.38,0.872,34.2,21.4,3.4,5.5,38.2,0.14800000000000002,3.0,15.6
911,2011,2.0,MIN,Derrick Williams,University of Arizona,6,412,8694,3757,1673,288,0.434,0.299,0.711,21.1,9.1,4.1,0.7,14.0,0.077,-3.1,-2.4
912,2011,3.0,UTA,Enes Kanter,,6,427,9118,4770,2887,259,0.53,0.311,0.767,21.4,11.2,6.8,0.6,25.3,0.133,-2.5,-1.2
913,2011,4.0,CLE,Tristan Thompson,University of Texas at Austin,6,450,12922,4251,3913,369,0.511,0.0,0.616,28.7,9.4,8.7,0.8,33.5,0.124,-0.6,4.6
914,2011,5.0,TOR,Jonas Valanciunas,,5,344,9012,3935,2907,227,0.5539999999999999,0.0,0.784,26.2,11.4,8.5,0.7,31.3,0.166,-0.6,3.2
915,2011,6.0,WAS,Jan Vesely,,3,162,2455,590,562,96,0.521,0.0,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-0.6,0.9
916,2011,7.0,SAC,Bismack Biyombo,,6,429,9237,2081,2839,175,0.512,0.0,0.547,21.5,4.9,6.6,0.4,17.5,0.091,-2.0,-0.1
917,2011,8.0,DET,Brandon Knight,University of Kentucky,6,382,11939,5820,1278,1628,0.415,0.35700000000000004,0.812,31.3,15.2,3.3,4.3,11.7,0.047,-1.2,2.3
918,2011,9.0,CHA,Kemba Walker,University of Connecticut,6,426,14417,7733,1656,2286,0.41100000000000003,0.349,0.826,33.8,18.2,3.9,5.4,31.3,0.10400000000000001,2.2,15.2
919,2011,10.0,MIL,Jimmer Fredette,Brigham Young University,5,235,3148,1416,236,323,0.41200000000000003,0.381,0.8759999999999999,13.4,6.0,1.0,1.4,2.4,0.037000000000000005,-4.0,-1.6
920,2011,11.0,GSW,Klay Thompson,Washington State University,6,447,14618,8439,1489,1012,0.451,0.418,0.853,32.7,18.9,3.3,2.3,34.4,0.113,0.4,8.9
921,2011,12.0,UTA,Alec Burks,University of Colorado,6,287,6404,2949,823,523,0.431,0.361,0.7490000000000001,22.3,10.3,2.9,1.8,9.5,0.071,-2.0,0.0
922,2011,13.0,PHO,Markieff Morris,University of Kansas,6,432,11343,5144,2417,744,0.445,0.33,0.7709999999999999,26.3,11.9,5.6,1.7,18.2,0.077,-0.6,4.0
923,2011,14.0,HOU,Marcus Morris,University of Kansas,6,399,10407,4316,1702,621,0.43,0.358,0.716,26.1,10.8,4.3,1.6,18.9,0.087,-0.2,4.8
924,2011,15.0,IND,Kawhi Leonard,San Diego State University,6,381,11603,6120,2379,838,0.49700000000000005,0.39,0.85,30.5,16.1,6.2,2.2,53.1,0.22,6.3,24.2
925,2011,16.0,PHI,Nikola Vucevic,University of Southern California,6,383,11438,5558,3768,763,0.505,0.284,0.7170000000000001,29.9,14.5,9.8,2.0,27.1,0.114,0.6,7.5
926,2011,17.0,NYK,Iman Shumpert,Georgia Institute of Technology,6,352,9000,2608,1226,680,0.395,0.34299999999999997,0.76,25.6,7.4,3.5,1.9,11.6,0.062,-0.1,4.3
927,2011,18.0,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2
928,2011,19.0,CHA,Tobias Harris,University of Tennessee,6,365,10494,5004,2076,570,0.469,0.331,0.8109999999999999,28.8,13.7,5.7,1.6,24.0,0.11,-0.2,4.7
929,2011,20.0,MIN,Donatas Motiejunas,,5,238,4435,1783,928,264,0.473,0.305,0.602,18.6,7.5,3.9,1.1,7.3,0.079,-1.9,0.1
930,2011,21.0,POR,Nolan Smith,Duke University,2,84,829,277,83,97,0.371,0.26,0.7140000000000001,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.5,-0.9
931,2011,22.0,DEN,Kenneth Faried,Morehead State University,6,397,10321,4747,3402,420,0.545,0.111,0.652,26.0,12.0,8.6,1.1,34.0,0.158,1.5,9.1
932,2011,23.0,HOU,Nikola Mirotic,,3,202,4525,2101,1041,248,0.401,0.34,0.797,22.4,10.4,5.2,1.2,11.5,0.122,0.6,2.9
933,2011,24.0,OKC,Reggie Jackson,Boston College,6,393,9649,4801,1206,1704,0.433,0.321,0.8590000000000001,24.6,12.2,3.1,4.3,21.3,0.106,0.3,5.5
934,2011,25.0,BOS,MarShon Brooks,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.040999999999999995,-2.5,-0.4
935,2011,26.0,DAL,Jordan Hamilton,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.35700000000000004,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-1.5,0.3
936,2011,27.0,NJN,JaJuan Johnson,Purdue University,1,36,298,114,58,6,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3
937,2011,28.0,CHI,Norris Cole,Cleveland State University,6,351,7945,2478,696,972,0.408,0.325,0.743,22.6,7.1,2.0,2.8,3.0,0.018000000000000002,-4.0,-3.9
938,2011,29.0,SAS,Cory Joseph,University of Texas at Austin,6,345,6523,2280,752,818,0.457,0.317,0.77,18.9,6.6,2.2,2.4,14.2,0.105,-0.6,2.3
939,2011,30.0,CHI,Jimmy Butler,Marquette University,6,380,12166,5752,1807,1128,0.445,0.33,0.8270000000000001,32.0,15.1,4.8,3.0,45.4,0.179,3.7,17.5
942,2011,31.0,MIA,Bojan Bogdanovic,,3,219,5627,2492,686,261,0.444,0.375,0.857,25.7,11.4,3.1,1.2,5.8,0.049,-2.6,-0.9
943,2011,32.0,CLE,Justin Harper,University of Richmond,3,22,150,45,19,4,0.34,0.276,0.33299999999999996,6.8,2.0,0.9,0.2,-0.3,-0.09,-8.2,-0.2
944,2011,33.0,DET,Kyle Singler,Duke University,5,340,7635,2274,1000,266,0.419,0.365,0.795,22.5,6.7,2.9,0.8,9.8,0.062,-1.6,0.9
945,2011,34.0,WAS,Shelvin Mack,Butler University,6,321,5559,2002,600,943,0.424,0.32299999999999995,0.748,17.3,6.2,1.9,2.9,6.9,0.06,-2.6,-0.8
946,2011,35.0,SAC,Tyler Honeycutt,"University of California, Los Angeles",2,24,120,28,24,9,0.314,0.2,0.7140000000000001,5.0,1.2,1.0,0.4,-0.1,-0.049,-6.4,-0.1
947,2011,36.0,NJN,Jordan Williams,University of Maryland,1,43,635,197,156,11,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.10099999999999999,-3.1,-0.2
948,2011,37.0,LAC,Trey Thompkins,University of Georgia,1,24,119,57,24,3,0.39299999999999996,0.308,0.7140000000000001,5.0,2.4,1.0,0.1,0.0,0.004,-8.9,-0.2
949,2011,38.0,HOU,Chandler Parsons,University of Florida,6,373,11982,5081,1803,1083,0.467,0.373,0.711,32.1,13.6,4.8,2.9,28.0,0.11199999999999999,2.0,12.1
950,2011,39.0,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,0.013999999999999999,-6.6,-1.2
951,2011,40.0,MIL,Jon Leuer,University of Wisconsin,6,310,5018,2064,1217,264,0.484,0.342,0.763,16.2,6.7,3.9,0.9,11.8,0.113,-1.0,1.3
952,2011,41.0,LAL,Darius Morris,University of Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.6,-1.3
953,2011,42.0,IND,Davis Bertans,,1,51,573,210,69,36,0.44299999999999995,0.397,0.8,11.2,4.1,1.4,0.7,1.7,0.141,1.8,0.6
954,2011,43.0,CHI,Malcolm Lee,"University of California, Los Angeles",3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.0,0.0
955,2011,44.0,GSW,Charles Jenkins,Hofstra University,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3
956,2011,45.0,NOH,Josh Harrellson,University of Kentucky,3,75,888,265,227,26,0.43799999999999994,0.34700000000000003,0.629,11.8,3.5,3.0,0.3,2.1,0.11599999999999999,-0.7,0.3
957,2011,46.0,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.39299999999999996,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-6.5,-0.5
958,2011,47.0,LAC,Travis Leslie,University of Georgia,1,10,45,14,9,5,0.35700000000000004,0.0,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0.0
959,2011,48.0,ATL,Keith Benson,Oakland University,1,3,9,0,3,0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,-0.005,-10.4,0.0
960,2011,49.0,MEM,Josh Selby,University of Kansas,2,38,296,83,20,34,0.33,0.14300000000000002,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6
961,2011,50.0,PHI,Lavoy Allen,Temple University,6,373,6701,1800,1776,372,0.47100000000000003,0.133,0.677,18.0,4.8,4.8,1.0,13.1,0.094,-1.4,1.1
962,2011,51.0,POR,Jon Diebler,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,2011,52.0,DET,Vernon Macklin,University of Florida,1,23,135,46,34,5,0.5429999999999999,0.0,0.5710000000000001,5.9,2.0,1.5,0.2,0.5,0.161,-0.6,0.0
964,2011,53.0,ORL,DeAndre Liggins,University of Kentucky,4,106,1088,229,153,69,0.419,0.358,0.557,10.3,2.2,1.4,0.7,1.2,0.051,-1.4,0.2
965,2011,54.0,CLE,Milan Macvan,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,2011,55.0,BOS,E'Twaun Moore,Purdue University,6,364,6708,2343,638,610,0.433,0.377,0.748,18.4,6.4,1.8,1.7,6.9,0.05,-2.3,-0.5
967,2011,56.0,LAL,Chukwudiebere Maduabum,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,2011,57.0,DAL,Targuy Ngombo,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,2011,58.0,LAL,Ater Majok,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,2011,59.0,SAS,Adam Hanga,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,2011,60.0,SAC,Isaiah Thomas,University of Washington,6,425,12703,8009,1097,2200,0.442,0.36700000000000005,0.8740000000000001,29.9,18.8,2.6,5.2,43.1,0.163,2.4,14.0
972,2012,1.0,NOH,Anthony Davis,University of Kentucky,5,320,11007,7086,3225,564,0.512,0.29,0.785,34.4,22.1,10.1,1.8,46.4,0.20199999999999999,4.1,17.0
973,2012,2.0,CHA,Michael Kidd-Gilchrist,University of Kentucky,5,264,7149,2390,1714,343,0.46399999999999997,0.20600000000000002,0.705,27.1,9.1,6.5,1.3,14.0,0.094,-1.0,1.8
974,2012,3.0,WAS,Bradley Beal,University of Florida,5,305,10103,5279,1086,943,0.43799999999999994,0.397,0.7909999999999999,33.1,17.3,3.6,3.1,20.1,0.096,0.1,5.4
975,2012,4.0,CLE,Dion Waiters,Syracuse University,5,330,9435,4354,877,887,0.41200000000000003,0.34299999999999997,0.701,28.6,13.2,2.7,2.7,7.0,0.036000000000000004,-2.5,-1.2
976,2012,5.0,SAC,Thomas Robinson,University of Kansas,5,302,4045,1427,1448,182,0.465,0.0,0.504,13.4,4.7,4.8,0.6,4.4,0.053,-3.2,-1.2
977,2012,6.0,POR,Damian Lillard,Weber State University,5,378,13757,8336,1509,2345,0.429,0.36700000000000005,0.875,36.4,22.1,4.0,6.2,41.8,0.146,2.9,16.9
978,2012,7.0,GSW,Harrison Barnes,University of North Carolina,5,370,10879,4347,1747,545,0.45399999999999996,0.368,0.7659999999999999,29.4,11.7,4.7,1.5,21.8,0.096,-0.9,3.1
979,2012,8.0,TOR,Terrence Ross,University of Washington,5,369,8651,3510,972,331,0.42200000000000004,0.374,0.8009999999999999,23.4,9.5,2.6,0.9,14.0,0.078,-0.9,2.5
980,2012,9.0,DET,Andre Drummond,University of Connecticut,5,366,10917,4922,4686,249,0.5489999999999999,0.278,0.385,29.8,13.4,12.8,0.7,34.8,0.153,0.6,7.2
981,2012,10.0,NOH,Austin Rivers,Duke University,5,334,7498,2769,649,720,0.41600000000000004,0.35100000000000003,0.65,22.4,8.3,1.9,2.2,5.1,0.033,-3.1,-2.2
982,2012,11.0,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,5,279,4624,1622,1102,226,0.466,0.37200000000000005,0.821,16.6,5.8,3.9,0.8,8.8,0.091,-2.1,-0.1
983,2012,12.0,HOU,Jeremy Lamb,University of Connecticut,5,257,4312,2011,752,287,0.434,0.326,0.813,16.8,7.8,2.9,1.1,9.5,0.105,-1.5,0.5
984,2012,13.0,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,0.39899999999999997,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-5.6,-2.8
985,2012,14.0,MIL,John Henson,University of North Carolina,5,306,5852,2368,1574,311,0.534,0.0,0.573,19.1,7.7,5.1,1.0,13.3,0.109,0.5,3.7
986,2012,15.0,PHI,Maurice Harkless,St. John's University,5,337,7764,2494,1265,284,0.466,0.316,0.598,23.0,7.4,3.8,0.8,11.3,0.07,-0.5,2.9
987,2012,16.0,HOU,Royce White,Iowa State University,1,3,9,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.121,-10.4,0.0
988,2012,17.0,DAL,Tyler Zeller,University of North Carolina,5,329,5966,2348,1472,310,0.499,0.0,0.775,18.1,7.1,4.5,0.9,13.7,0.11,-1.5,0.7
989,2012,18.0,HOU,Terrence Jones,University of Kentucky,5,229,5551,2429,1327,237,0.502,0.299,0.622,24.2,10.6,5.8,1.0,14.9,0.129,0.2,3.0
990,2012,19.0,ORL,Andrew Nicholson,St. Bonaventure University,5,276,3975,1674,834,123,0.469,0.326,0.7709999999999999,14.4,6.1,3.0,0.4,4.0,0.048,-5.2,-3.2
991,2012,20.0,DEN,Evan Fournier,,5,302,7858,3608,779,658,0.444,0.37799999999999995,0.789,26.0,11.9,2.6,2.2,12.0,0.073,-1.1,1.8
992,2012,21.0,BOS,Jared Sullinger,Ohio State University,5,269,6532,2893,2006,477,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.11199999999999999,0.5,4.1
993,2012,22.0,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,0.5,0.0,0.25,6.0,1.2,0.5,0.0,0.0,0.021,-5.8,0.0
994,2012,23.0,ATL,John Jenkins,Vanderbilt University,5,145,1850,734,213,116,0.44799999999999995,0.364,0.8490000000000001,12.8,5.1,1.5,0.8,2.7,0.071,-3.6,-0.7
995,2012,24.0,CLE,Jared Cunningham,Oregon State University,4,84,605,197,56,39,0.34700000000000003,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
996,2012,25.0,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-4.1,-1.6
997,2012,26.0,IND,Miles Plumlee,Duke University,5,265,4460,1365,1273,115,0.531,0.0,0.562,16.8,5.2,4.8,0.4,9.1,0.098,-1.5,0.6
998,2012,27.0,MIA,Arnett Moultrie,Mississippi State University,2,59,729,210,180,12,0.547,0.0,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3.0,-0.2
999,2012,28.0,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1
1000,2012,29.0,CHI,Marquis Teague,University of Kentucky,2,88,835,206,84,121,0.349,0.22,0.6859999999999999,9.5,2.3,1.0,1.4,-0.8,-0.046,-8.1,-1.3
1001,2012,30.0,GSW,Festus Ezeli,Vanderbilt University,3,170,2394,712,725,63,0.513,0.0,0.557,14.1,4.2,4.3,0.4,5.9,0.11900000000000001,-1.1,0.6
1004,2012,31.0,CHA,Jeff Taylor,Vanderbilt University,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-3.9,-1.2
1005,2012,32.0,WAS,Tomas Satoransky,,1,45,608,126,76,78,0.41200000000000003,0.233,0.75,13.5,2.8,1.7,1.7,0.6,0.048,-2.8,-0.1
1006,2012,33.0,CLE,Bernard James,Florida State University,3,92,761,203,212,13,0.49700000000000005,0.0,0.68,8.3,2.2,2.3,0.1,1.9,0.11699999999999999,-1.1,0.2
1007,2012,34.0,CLE,Jae Crowder,Marquette University,5,365,8312,3158,1346,498,0.434,0.34299999999999997,0.789,22.8,8.7,3.7,1.4,20.2,0.11699999999999999,1.3,6.8
1008,2012,35.0,GSW,Draymond Green,Michigan State University,5,381,10127,3406,2570,1528,0.43799999999999994,0.33899999999999997,0.69,26.6,8.9,6.7,4.0,31.6,0.15,4.2,15.7
1009,2012,36.0,SAC,Orlando Johnson,"University of California, Santa Barbara",3,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059000000000000004,-3.8,-0.5
1010,2012,37.0,TOR,Quincy Acy,Baylor University,5,241,3595,1117,829,136,0.496,0.36700000000000005,0.753,14.9,4.6,3.4,0.6,7.5,0.1,-1.5,0.5
1011,2012,38.0,DEN,Quincy Miller,Baylor University,3,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4.0,-0.5
1012,2012,39.0,DET,Khris Middleton,Texas A&M University,5,277,8422,3780,1044,752,0.45,0.401,0.872,30.4,13.6,3.8,2.7,17.2,0.098,0.0,4.3
1013,2012,40.0,POR,Will Barton,University of Memphis,5,303,6033,2697,1082,541,0.425,0.319,0.787,19.9,8.9,3.6,1.8,8.3,0.066,-1.1,1.3
1014,2012,41.0,POR,Tyshawn Taylor,University of Kansas,2,61,491,174,33,57,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.08800000000000001,-8.8,-0.8
1015,2012,42.0,MIL,Doron Lamb,University of Kentucky,2,100,1272,345,95,75,0.381,0.39399999999999996,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.9,-1.2
1016,2012,43.0,ATL,Mike Scott,University of Virginia,5,281,4322,1988,836,257,0.46,0.336,0.7859999999999999,15.4,7.1,3.0,0.9,9.2,0.10300000000000001,-2.4,-0.4
1017,2012,44.0,DET,Kim English,University of Missouri,1,41,407,119,37,26,0.375,0.28,0.7240000000000001,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2
1018,2012,45.0,PHI,Justin Hamilton,Louisiana State University,3,100,1774,585,366,81,0.455,0.304,0.7909999999999999,17.7,5.9,3.7,0.8,3.0,0.081,-0.4,0.7
1019,2012,46.0,NOH,Darius Miller,University of Kentucky,3,102,1460,320,131,89,0.42,0.35100000000000003,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2
1020,2012,47.0,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,0.25,0.2,0.0,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2
1021,2012,48.0,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.8,-0.2
1022,2012,49.0,ORL,Kyle O'Quinn,Norfolk State University,5,304,4371,1657,1372,348,0.504,0.222,0.7240000000000001,14.4,5.5,4.5,1.1,10.3,0.113,1.0,3.3
1023,2012,50.0,DEN,Izzet Turkyilmaz,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,2012,51.0,BOS,Kris Joseph,Syracuse University,1,10,54,9,7,1,0.14300000000000002,0.0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1
1025,2012,52.0,GSW,Ognjen Kuzmic,,2,37,164,35,38,8,0.52,0.0,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-2.5,0.0
1026,2012,53.0,LAC,Furkan Aldemir,,1,41,540,93,176,28,0.513,0.0,0.48100000000000004,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2
1027,2012,54.0,PHI,Tornike Shengelia,,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3
1028,2012,55.0,DAL,Darius Johnson-Odom,Marquette University,2,7,21,0,6,2,0.0,0.0,0.0,3.0,0.0,0.9,0.3,-0.3,-0.597,-23.2,-0.1
1029,2012,56.0,TOR,Tomislav Zubcic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,2012,57.0,NJN,Ilkan Karaman,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,2012,58.0,MIN,Robbie Hummel,Purdue University,2,98,1397,379,266,50,0.418,0.34299999999999997,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3
1032,2012,59.0,SAS,Marcus Denmon,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,2012,60.0,LAL,Robert Sacre,Gonzaga University,4,189,2745,787,593,126,0.436,0.0,0.6709999999999999,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8
1034,2013,1.0,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4,151,1905,658,472,77,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.012,-5.6,-1.7
1035,2013,2.0,ORL,Victor Oladipo,Indiana University,4,273,9081,4342,1191,1025,0.434,0.345,0.8009999999999999,33.3,15.9,4.4,3.8,12.9,0.068,0.1,4.7
1036,2013,3.0,WAS,Otto Porter,Georgetown University,4,248,6114,2256,1079,289,0.478,0.391,0.764,24.7,9.1,4.4,1.2,16.1,0.126,1.6,5.5
1037,2013,4.0,CHA,Cody Zeller,Indiana University,4,260,5824,2058,1455,327,0.495,0.154,0.735,22.4,7.9,5.6,1.3,16.7,0.13699999999999998,0.5,3.6
1038,2013,5.0,PHO,Alex Len,University of Maryland,4,250,4899,1677,1535,168,0.46299999999999997,0.188,0.721,19.6,6.7,6.1,0.7,7.1,0.07,-2.6,-0.8
1039,2013,6.0,NOH,Nerlens Noel,University of Kentucky,3,177,4985,1808,1349,284,0.508,0.33299999999999996,0.611,28.2,10.2,7.6,1.6,9.8,0.095,1.1,3.9
1040,2013,7.0,SAC,Ben McLemore,University of Kansas,4,279,7161,2574,699,338,0.414,0.35100000000000003,0.7879999999999999,25.7,9.2,2.5,1.2,3.7,0.025,-2.5,-1.0
1041,2013,8.0,DET,Kentavious Caldwell-Pope,University of Georgia,4,296,8944,3459,893,461,0.408,0.33899999999999997,0.782,30.2,11.7,3.0,1.6,14.3,0.077,0.1,4.8
1042,2013,9.0,MIN,Trey Burke,University of Michigan,4,264,6578,2805,569,966,0.389,0.33399999999999996,0.812,24.9,10.6,2.2,3.7,5.8,0.042,-2.6,-1.0
1043,2013,10.0,POR,C.J. McCollum,Lehigh University,4,242,6388,3736,627,650,0.456,0.41200000000000003,0.831,26.4,15.4,2.6,2.7,13.5,0.10099999999999999,0.1,3.4
1044,2013,11.0,PHI,Michael Carter-Williams,Syracuse University,4,218,6809,2976,1191,1235,0.41,0.249,0.696,31.2,13.7,5.5,5.7,3.5,0.025,-0.7,2.2
1045,2013,12.0,OKC,Steven Adams,University of Pittsburgh,4,293,6872,2174,1874,240,0.568,0.0,0.5760000000000001,23.5,7.4,6.4,0.8,18.6,0.13,0.8,4.9
1046,2013,13.0,DAL,Kelly Olynyk,Gonzaga University,4,260,5416,2455,1219,430,0.47200000000000003,0.369,0.742,20.8,9.4,4.7,1.7,13.3,0.11800000000000001,1.0,4.2
1047,2013,14.0,UTA,Shabazz Muhammad,"University of California, Los Angeles",4,215,3963,2063,635,129,0.473,0.342,0.7509999999999999,18.4,9.6,3.0,0.6,7.3,0.08900000000000001,-3.7,-1.7
1048,2013,15.0,MIL,Giannis Antetokounmpo,,4,299,9423,4320,2018,1034,0.498,0.28,0.742,31.5,14.4,6.7,3.5,24.3,0.124,2.4,10.4
1049,2013,16.0,BOS,Lucas Nogueira,,3,86,1306,324,291,48,0.655,0.33299999999999996,0.628,15.2,3.8,3.4,0.6,4.3,0.157,4.8,2.2
1050,2013,17.0,ATL,Dennis Schroder,,4,268,5693,2916,608,1146,0.433,0.331,0.809,21.2,10.9,2.3,4.3,7.1,0.06,-2.3,-0.4
1051,2013,18.0,ATL,Shane Larkin,University of Miami,3,202,4105,1168,398,639,0.43,0.32799999999999996,0.762,20.3,5.8,2.0,3.2,3.0,0.035,-2.6,-0.6
1052,2013,19.0,CLE,Sergey Karasev,,3,95,1110,287,140,87,0.395,0.282,0.8420000000000001,11.7,3.0,1.5,0.9,0.8,0.036000000000000004,-3.1,-0.3
1053,2013,20.0,CHI,Tony Snell,University of New Mexico,4,274,5694,1622,698,266,0.41200000000000003,0.368,0.804,20.8,5.9,2.5,1.0,6.9,0.057999999999999996,-2.3,-0.4
1054,2013,21.0,UTA,Gorgui Dieng,University of Louisville,4,277,7204,2448,1986,442,0.513,0.32799999999999996,0.778,26.0,8.8,7.2,1.6,17.4,0.11599999999999999,2.0,7.2
1055,2013,22.0,BRK,Mason Plumlee,Duke University,4,296,6801,2645,1936,598,0.5589999999999999,0.0,0.579,23.0,8.9,6.5,2.0,20.1,0.142,2.1,7.1
1056,2013,23.0,IND,Solomon Hill,University of Arizona,4,231,5255,1416,752,359,0.4,0.327,0.828,22.7,6.1,3.3,1.6,8.0,0.073,-0.5,2.0
1057,2013,24.0,NYK,Tim Hardaway,University of Michigan,4,263,5984,2785,521,371,0.423,0.35200000000000004,0.7959999999999999,22.8,10.6,2.0,1.4,8.9,0.071,-2.4,-0.6
1058,2013,25.0,LAC,Reggie Bullock,University of North Carolina,4,133,1399,378,202,62,0.392,0.33799999999999997,0.795,10.5,2.8,1.5,0.5,1.9,0.064,-2.5,-0.2
